Name,Measure Info,Geo Place Name,Unnamed: 8,,Data Value,Zip Code,Borough
Fine particles (PM 2.5),mcg/m3,East Harlem,,,10.95,10029,Manhattan
Fine particles (PM 2.5),mcg/m3,East Harlem,,,9.73,10029,Manhattan
Nitrogen dioxide (NO2),ppb,Sunset Park,,,19.11270949,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park,,,24.34243033,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park,,,16.21,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,14.34,,
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,23.31389388,,
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,16.98747135,,
Nitrogen dioxide (NO2),ppb,Fordham - Bronx Pk,,,16.04,10458,Bronx
Nitrogen dioxide (NO2),ppb,Fordham - Bronx Pk,,,15.79,10458,Bronx
Nitrogen dioxide (NO2),ppb,Belmont and East Tremont (CD6),,,17.33,10457,Bronx
Nitrogen dioxide (NO2),ppb,Belmont and East Tremont (CD6),,,20.25,10457,Bronx
Nitrogen dioxide (NO2),ppb,Belmont and East Tremont (CD6),,,21.71,10457,Bronx
Boiler Emissions- Total SO2 Emissions,number,Upper East Side,,,39.4,10028,Manhattan
Fine particles (PM 2.5),mcg/m3,Bedford Stuyvesant - Crown Heights,,,9.13,,
Fine particles (PM 2.5),mcg/m3,Upper East Side,,,11.19,10028,Manhattan
Fine particles (PM 2.5),mcg/m3,Fordham - Bronx Pk,,,7.129036078,10458,Bronx
Fine particles (PM 2.5),mcg/m3,Sunset Park,,,9.59,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,Crotona -Tremont,,,7.191219229,10457,Bronx
Nitrogen dioxide (NO2),ppb,Stuyvesant Town and Turtle Bay (CD6),,,34.62,10009,Manhattan
Nitrogen dioxide (NO2),ppb,Stuyvesant Town and Turtle Bay (CD6),,,34.67,10009,Manhattan
Nitrogen dioxide (NO2),ppb,Sunset Park,,,19.71,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,East Harlem,,,29.9,10029,Manhattan
Nitrogen dioxide (NO2),ppb,East Harlem,,,18.77,10029,Manhattan
Nitrogen dioxide (NO2),ppb,Upper East Side,,,25.67,10028,Manhattan
Nitrogen dioxide (NO2),ppb,Flushing - Clearview,,,19.09,11358,Queens
Nitrogen dioxide (NO2),ppb,Sunset Park,,,23.31,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Sunset Park,,,14.78195865,11220,Brooklyn
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,25.3,,
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,20.83,,
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,23.23,,
Nitrogen dioxide (NO2),ppb,Bedford Stuyvesant - Crown Heights,,,12.30403871,,
Nitrogen dioxide (NO2),ppb,Upper East Side,,,24.81,10028,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,9.8,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Rockaways,,,6.87,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,10.59,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,5.92,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,6.331845777,11691,Queens
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,11.05,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,7.03,11224,Brooklyn
Boiler Emissions- Total SO2 Emissions,number,High Bridge - Morrisania,,,19.7,10452,Bronx
Boiler Emissions- Total SO2 Emissions,number,Manhattan,,,50.6,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Manhattan,,,11.85,10001,Manhattan
Fine particles (PM 2.5),mcg/m3,Bensonhurst - Bay Ridge,,,6.73795274,11214,Brooklyn
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,11.54,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,9.02,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,8.14,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,9.802277018,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,8.94,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Rockaways,,,5.98,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,6.06,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,7.246336585,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,9.41,11691,Queens
Fine particles (PM 2.5),mcg/m3,East New York,,,7.06,11207,Brooklyn
Fine particles (PM 2.5),mcg/m3,Fordham - Bronx Pk,,,10.77,10458,Bronx
Fine particles (PM 2.5),mcg/m3,Fordham - Bronx Pk,,,11.1,10458,Bronx
Fine particles (PM 2.5),mcg/m3,East Harlem,,,9.187970378,10029,Manhattan
Fine particles (PM 2.5),mcg/m3,Upper West Side,,,12.18,,
Fine particles (PM 2.5),mcg/m3,Upper West Side,,,8.16,,
Fine particles (PM 2.5),mcg/m3,Long Island City and Astoria (CD1),,,8.684350721,11106,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City and Astoria (CD1),,,7.82,11106,Queens
Fine particles (PM 2.5),mcg/m3,South Beach and Willowbrook (CD2),,,5.864384211,10305,Staten Island
Fine particles (PM 2.5),mcg/m3,St. George and Stapleton (CD1),,,6.105169073,10301,Staten Island
Fine particles (PM 2.5),mcg/m3,St. George and Stapleton (CD1),,,8.4,10301,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach and Willowbrook (CD2),,,8.35,10305,Staten Island
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,6.75,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,6.55,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,18.29529819,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst - Bay Ridge,,,13.79,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Rockaways,,,6.471941886,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,13.95,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,10.55,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,14.68,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,14.27,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,7.44,11691,Queens
Nitrogen dioxide (NO2),ppb,Long Island City and Astoria (CD1),,,20.65,11106,Queens
Nitrogen dioxide (NO2),ppb,Mott Haven and Melrose (CD1),,,25.02,10451,Bronx
Nitrogen dioxide (NO2),ppb,Fort Greene and Brooklyn Heights (CD2),,,24.72,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Fort Greene and Brooklyn Heights (CD2),,,14.24285143,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,17.27,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Long Island City and Astoria (CD1),,,16.08,11106,Queens
Nitrogen dioxide (NO2),ppb,Long Island City and Astoria (CD1),,,17.63,11106,Queens
Nitrogen dioxide (NO2),ppb,Woodside and Sunnyside (CD2),,,21.21,11377,Queens
Nitrogen dioxide (NO2),ppb,Greenwich Village and Soho (CD2),,,29.44,10014,Manhattan
Nitrogen dioxide (NO2),ppb,Financial District (CD1),,,22.85,10005,Manhattan
Nitrogen dioxide (NO2),ppb,Financial District (CD1),,,29.1,10005,Manhattan
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,12.26,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,14,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,13.16,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Rockaways,,,10.28,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,7.61,11691,Queens
Fine particles (PM 2.5),mcg/m3,Coney Island - Sheepshead Bay,,,8.1,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Pelham - Throgs Neck,,,8.93,10465,Bronx
Fine particles (PM 2.5),mcg/m3,Upper West Side,,,9.21,,
Boiler Emissions- Total SO2 Emissions,number,Coney Island - Sheepshead Bay,,,0.7,11224,Brooklyn
Boiler Emissions- Total SO2 Emissions,number,High Bridge - Morrisania,,,12.9,10452,Bronx
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,11.32,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Rockaways,,,5.548223949,11691,Queens
Fine particles (PM 2.5),mcg/m3,Rockaways,,,7.36,11691,Queens
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,7.359813119,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Union Square - Lower East Side,,,7.592961678,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,High Bridge - Morrisania,,,10.26,10452,Bronx
Nitrogen dioxide (NO2),ppb,Hunts Point and Longwood (CD2),,,15.53,10455,Bronx
Nitrogen dioxide (NO2),ppb,Rockaways,,,13.55,11691,Queens
Nitrogen dioxide (NO2),ppb,High Bridge - Morrisania,,,26.67,10452,Bronx
Nitrogen dioxide (NO2),ppb,High Bridge - Morrisania,,,23.89,10452,Bronx
Nitrogen dioxide (NO2),ppb,Manhattan,,,33.89,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Manhattan,,,20.54,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Manhattan,,,26.02,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,13.78,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,18.52,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Rockaways,,,15.71842721,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,10.52,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,8.25,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,8.04,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,4.93966153,11691,Queens
Nitrogen dioxide (NO2),ppb,High Bridge - Morrisania,,,20.12,10452,Bronx
Nitrogen dioxide (NO2),ppb,Manhattan,,,25.83,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Manhattan,,,16.36850296,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Manhattan,,,24.71,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,12.25,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park,,,20.87,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Bensonhurst - Bay Ridge,,,9.773626847,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Rockaways,,,6.9878077,11691,Queens
Nitrogen dioxide (NO2),ppb,Rockaways,,,13.12,11691,Queens
Nitrogen dioxide (NO2),ppb,Manhattan,,,28.74,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Manhattan,,,28.02,10001,Manhattan
Nitrogen dioxide (NO2),ppb,Bensonhurst - Bay Ridge,,,16.0317582,11214,Brooklyn
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,14.68344079,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,23.96,11224,Brooklyn
Fine particles (PM 2.5),mcg/m3,Financial District (CD1),,,7.44251086,10005,Manhattan
Fine particles (PM 2.5),mcg/m3,Long Island City and Astoria (CD1),,,9.19,11106,Queens
Fine particles (PM 2.5),mcg/m3,Hunts Point and Longwood (CD2),,,7.453216161,10455,Bronx
Fine particles (PM 2.5),mcg/m3,Flatbush and Midwood (CD14),,,11.73,11230,Brooklyn
Fine particles (PM 2.5),mcg/m3,Flushing and Whitestone (CD7),,,8.38,11354,Queens
Fine particles (PM 2.5),mcg/m3,East New York,,,10.6,11207,Brooklyn
Fine particles (PM 2.5),mcg/m3,Williamsburg - Bushwick,,,11.36,11206,Brooklyn
Fine particles (PM 2.5),mcg/m3,Bayside - Little Neck,,,9.71,11361,Queens
Fine particles (PM 2.5),mcg/m3,Bayside - Little Neck,,,9.72,11361,Queens
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,8.5,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,Bayside Little Neck-Fresh Meadows,,,7.31,11365,Queens
Fine particles (PM 2.5),mcg/m3,Bayside Little Neck-Fresh Meadows,,,7.64,11365,Queens
Fine particles (PM 2.5),mcg/m3,Bayside Little Neck-Fresh Meadows,,,5.869045933,11365,Queens
Fine particles (PM 2.5),mcg/m3,Bayside Little Neck-Fresh Meadows,,,6.474389448,11365,Queens
Fine particles (PM 2.5),mcg/m3,Bayside Little Neck-Fresh Meadows,,,9.09,11365,Queens
Fine particles (PM 2.5),mcg/m3,Bayside Little Neck-Fresh Meadows,,,9.51,11365,Queens
Fine particles (PM 2.5),mcg/m3,Bayside Little Neck-Fresh Meadows,,,9.07,11365,Queens
Fine particles (PM 2.5),mcg/m3,Sunset Park,,,8.78,11220,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,8.2,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,7.88,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,6.87,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,7.35,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,6.51,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,9,10307,Staten Island
Ozone (O3),ppb,South Beach - Tottenville,,,36.17,10307,Staten Island
Ozone (O3),ppb,South Beach - Tottenville,,,35.93,10307,Staten Island
Ozone (O3),ppb,South Beach - Tottenville,,,36.53,10307,Staten Island
Ozone (O3),ppb,Bayside - Little Neck,,,33.03,11361,Queens
Nitrogen dioxide (NO2),ppb,Pelham - Throgs Neck,,,16.19,10465,Bronx
Nitrogen dioxide (NO2),ppb,Williamsburg - Bushwick,,,25.75,11206,Brooklyn
Nitrogen dioxide (NO2),ppb,South Beach - Tottenville,,,14.71,10307,Staten Island
Nitrogen dioxide (NO2),ppb,South Beach - Tottenville,,,13.5,10307,Staten Island
Nitrogen dioxide (NO2),ppb,South Beach - Tottenville,,,16.92,10307,Staten Island
Nitrogen dioxide (NO2),ppb,South Beach - Tottenville,,,12.59,10307,Staten Island
Nitrogen dioxide (NO2),ppb,East New York,,,24.24,11207,Brooklyn
Nitrogen dioxide (NO2),ppb,Pelham - Throgs Neck,,,16.89,10465,Bronx
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",Upper West Side,,,10.19497419,,
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",South Beach - Tottenville,,,11.80458829,10307,Staten Island
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",Bayside - Little Neck,,,10.2,11361,Queens
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",Bayside - Little Neck,,,15.1,11361,Queens
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,9.57,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,5.33923052,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,6.119536019,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,8.43,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,6.05,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,7.25,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,8.71,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,9.78,10307,Staten Island
Fine particles (PM 2.5),mcg/m3,South Beach - Tottenville,,,9.13,10307,Staten Island
Asthma emergency department visits due to PM2.5,"per 100,000 children",South Beach - Tottenville,,,19.59340061,10307,Staten Island
Asthma emergency department visits due to PM2.5,"per 100,000 children",South Beach - Tottenville,,,13.7,10307,Staten Island
Asthma emergency department visits due to PM2.5,"per 100,000 children",Pelham - Throgs Neck,,,80,10465,Bronx
Asthma emergency department visits due to PM2.5,"per 100,000 children",South Beach - Tottenville,,,21,10307,Staten Island
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",South Beach - Tottenville,,,12.9,10307,Staten Island
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",South Beach - Tottenville,,,11.7,10307,Staten Island
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",South Beach - Tottenville,,,15.2,10307,Staten Island
Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",South Beach - Tottenville,,,10,10307,Staten Island
Nitrogen dioxide (NO2),ppb,East New York,,,16.61,11207,Brooklyn
Nitrogen dioxide (NO2),ppb,East New York,,,10.78578832,11207,Brooklyn
Nitrogen dioxide (NO2),ppb,Bayside - Little Neck,,,15.77,11361,Queens
Nitrogen dioxide (NO2),ppb,South Beach - Tottenville,,,11.30307725,10307,Staten Island
Nitrogen dioxide (NO2),ppb,South Beach - Tottenville,,,18.29,10307,Staten Island
Nitrogen dioxide (NO2),ppb,South Beach - Tottenville,,,11.7,10307,Staten Island
Nitrogen dioxide (NO2),ppb,Morrisania and Crotona (CD3),,,22.99,10456,Bronx
Nitrogen dioxide (NO2),ppb,Morrisania and Crotona (CD3),,,18.08,10456,Bronx
Nitrogen dioxide (NO2),ppb,Highbridge and Concourse (CD4),,,22.44,10451,Bronx
Fine particles (PM 2.5),mcg/m3,Greenwich Village - SoHo,,,10.81,10012,Manhattan
Fine particles (PM 2.5),mcg/m3,Central Harlem - Morningside Heights,,,6.35,,
Fine particles (PM 2.5),mcg/m3,Central Harlem - Morningside Heights,,,7.59,,
Fine particles (PM 2.5),mcg/m3,Greenpoint,,,10.49,,
Boiler Emissions- Total SO2 Emissions,number,Gramercy Park - Murray Hill,,,41.5,10010,Manhattan
Fine particles (PM 2.5),mcg/m3,Greenwich Village - SoHo,,,10.99,10012,Manhattan
Fine particles (PM 2.5),mcg/m3,Gramercy Park - Murray Hill,,,13.23,10010,Manhattan
Fine particles (PM 2.5),mcg/m3,Greenwich Village - SoHo,,,8.043034783,10012,Manhattan
Fine particles (PM 2.5),mcg/m3,Canarsie - Flatlands,,,8.37,11236,Brooklyn
Nitrogen dioxide (NO2),ppb,Bushwick (CD4),,,14.8,11221,Brooklyn
Nitrogen dioxide (NO2),ppb,Gramercy Park - Murray Hill,,,39.18,10010,Manhattan
Nitrogen dioxide (NO2),ppb,Hunts Point - Mott Haven,,,16.43,10454,Bronx
Nitrogen dioxide (NO2),ppb,Brooklyn,,,22.84,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Bronx,,,20.89,10451,Bronx
Nitrogen dioxide (NO2),ppb,Gramercy Park - Murray Hill,,,36.74,10010,Manhattan
Nitrogen dioxide (NO2),ppb,Brooklyn,,,11.46463917,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Bronx,,,21.75065849,10451,Bronx
Nitrogen dioxide (NO2),ppb,Canarsie - Flatlands,,,17.22,11236,Brooklyn
Nitrogen dioxide (NO2),ppb,Gramercy Park - Murray Hill,,,19.60382423,10010,Manhattan
Nitrogen dioxide (NO2),ppb,Greenwich Village - SoHo,,,29.98,10012,Manhattan
Nitrogen dioxide (NO2),ppb,Greenwich Village - SoHo,,,29.19,10012,Manhattan
Nitrogen dioxide (NO2),ppb,Greenwich Village - SoHo,,,36.82,10012,Manhattan
Nitrogen dioxide (NO2),ppb,Greenwich Village - SoHo,,,31.61,10012,Manhattan
Nitrogen dioxide (NO2),ppb,Hunts Point - Mott Haven,,,20.39,10454,Bronx
Nitrogen dioxide (NO2),ppb,Hunts Point - Mott Haven,,,18.51667627,10454,Bronx
Nitrogen dioxide (NO2),ppb,Brooklyn,,,18.46,11201,Brooklyn
Nitrogen dioxide (NO2),ppb,Ridgewood - Forest Hills,,,16.04402697,11385,Queens
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,16.04,10463,Bronx
Fine particles (PM 2.5),mcg/m3,Lower East Side and Chinatown (CD3),,,7.41411341,10002,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,14.81,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,Lower Manhattan,,,11.06,10004,Manhattan
Fine particles (PM 2.5),mcg/m3,High Bridge - Morrisania,,,9.83,10452,Bronx
Fine particles (PM 2.5),mcg/m3,High Bridge - Morrisania,,,14.72,10452,Bronx
Fine particles (PM 2.5),mcg/m3,High Bridge - Morrisania,,,6.629757249,10452,Bronx
Fine particles (PM 2.5),mcg/m3,Borough Park,,,6.43137482,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Long Island City and Astoria (CD1),,,15.23,11106,Queens
Nitrogen dioxide (NO2),ppb,Long Island City and Astoria (CD1),,,24.39,11106,Queens
Nitrogen dioxide (NO2),ppb,Woodside and Sunnyside (CD2),,,15.8,11377,Queens
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,24.96883419,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Hunts Point and Longwood (CD2),,,23.94,10455,Bronx
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,21.44,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,21.37,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Greenwich Village and Soho (CD2),,,25.31347964,10014,Manhattan
Nitrogen dioxide (NO2),ppb,Long Island City and Astoria (CD1),,,20.07,11106,Queens
Nitrogen dioxide (NO2),ppb,Woodside and Sunnyside (CD2),,,20.79,11377,Queens
Nitrogen dioxide (NO2),ppb,Mott Haven and Melrose (CD1),,,21.17,10451,Bronx
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,17.37134811,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Hunts Point and Longwood (CD2),,,19.79,10455,Bronx
Nitrogen dioxide (NO2),ppb,Mott Haven and Melrose (CD1),,,15.25781582,10451,Bronx
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,19.46,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Greenpoint and Williamsburg (CD1),,,18.98,11222,Brooklyn
Nitrogen dioxide (NO2),ppb,Greenwich Village and Soho (CD2),,,17.81926295,10014,Manhattan
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,15.22,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,16.36,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,25.7,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Coney Island - Sheepshead Bay,,,19.01,11224,Brooklyn
Nitrogen dioxide (NO2),ppb,Union Square - Lower East Side,,,29.99,10003,Manhattan
Nitrogen dioxide (NO2),ppb,Union Square - Lower East Side,,,31.08,10003,Manhattan
Nitrogen dioxide (NO2),ppb,Union Square - Lower East Side,,,27.88,10003,Manhattan
Nitrogen dioxide (NO2),ppb,Union Square - Lower East Side,,,20.44,10003,Manhattan
Fine particles (PM 2.5),mcg/m3,Washington Heights,,,11.58,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,9.132902315,11101,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,11.18,11101,Queens
Fine particles (PM 2.5),mcg/m3,Central Harlem (CD10),,,7.5,,
Fine particles (PM 2.5),mcg/m3,Borough Park (CD12),,,10.02,11219,Brooklyn
Fine particles (PM 2.5),mcg/m3,South Ozone Park and Howard Beach (CD10),,,9.72,11420,Queens
Fine particles (PM 2.5),mcg/m3,South Ozone Park and Howard Beach (CD10),,,9.73,11420,Queens
Fine particles (PM 2.5),mcg/m3,South Ozone Park and Howard Beach (CD10),,,6.85,11420,Queens
Fine particles (PM 2.5),mcg/m3,Jamaica and Hollis (CD12),,,8.45,11423,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,8.42,11101,Queens
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,13.55,10463,Bronx
Nitrogen dioxide (NO2),ppb,Central Harlem (CD10),,,13.15002492,,
Nitrogen dioxide (NO2),ppb,Washington Heights and Inwood (CD12),,,20.72,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Washington Heights,,,9.48,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Washington Heights,,,10.76,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Bensonhurst - Bay Ridge,,,11.82,11214,Brooklyn
Boiler Emissions- Total SO2 Emissions,number,Greenpoint,,,0.3,,
Fine particles (PM 2.5),mcg/m3,Washington Heights,,,9.89,10033,Manhattan
Fine particles (PM 2.5),mcg/m3,Greenpoint,,,10.27,,
Nitrogen dioxide (NO2),ppb,South Ozone Park and Howard Beach (CD10),,,12.12,11420,Queens
Nitrogen dioxide (NO2),ppb,South Ozone Park and Howard Beach (CD10),,,22.46,11420,Queens
Nitrogen dioxide (NO2),ppb,Upper East Side (CD8),,,28.77,,
Nitrogen dioxide (NO2),ppb,Washington Heights and Inwood (CD12),,,22.91,10033,Manhattan
Nitrogen dioxide (NO2),ppb,Washington Heights and Inwood (CD12),,,15.78,10033,Manhattan
Nitrogen dioxide (NO2),ppb,Greenpoint,,,19.63,,
Nitrogen dioxide (NO2),ppb,Long Island City - Astoria,,,16.92,11101,Queens
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,16.04,10463,Bronx
Nitrogen dioxide (NO2),ppb,Greenpoint,,,19.39,,
Nitrogen dioxide (NO2),ppb,Kingsbridge - Riverdale,,,10.63957234,10463,Bronx
Nitrogen dioxide (NO2),ppb,Greenpoint,,,23.63,,
Nitrogen dioxide (NO2),ppb,Washington Heights,,,23.15,10033,Manhattan
Nitrogen dioxide (NO2),ppb,Long Island City - Astoria,,,20.99,11101,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,9.132902315,11101,Queens
Fine particles (PM 2.5),mcg/m3,Borough Park,,,6.99,11219,Brooklyn
Fine particles (PM 2.5),mcg/m3,Sheepshead Bay (CD15),,,11.06,11235,Brooklyn
Nitrogen dioxide (NO2),ppb,Sheepshead Bay (CD15),,,9.96,11235,Brooklyn
Nitrogen dioxide (NO2),ppb,Sheepshead Bay (CD15),,,14.09699289,11235,Brooklyn
Nitrogen dioxide (NO2),ppb,Sheepshead Bay (CD15),,,18.26300034,11235,Brooklyn
Nitrogen dioxide (NO2),ppb,Sheepshead Bay (CD15),,,14.02,11235,Brooklyn
Nitrogen dioxide (NO2),ppb,Long Island City - Astoria,,,26.22,11101,Queens
Nitrogen dioxide (NO2),ppb,Borough Park,,,30.1,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Borough Park,,,18.81,11219,Brooklyn
Nitrogen dioxide (NO2),ppb,Queens,,,22.86,11368,Queens
Fine particles (PM 2.5),mcg/m3,Queens,,,11.23,11368,Queens
Fine particles (PM 2.5),mcg/m3,Queens,,,6.681202515,11368,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,8.65,11101,Queens
Fine particles (PM 2.5),mcg/m3,Long Island City - Astoria,,,6.83,11101,Queens
